Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.222,557.750,563.556,560.250,566.333,573.750,586.500,566.333,554.500,556.000,558.111,564.000,630.000,564.750,601.250,608.500,571.000,565.500,595.222,609.500,564.111,568.500,611.500,575.750,563.000,557.444,573.750,561.556,561.667,561.750,591.250,596,572.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.556,573.500,581.333,572.750,570.333,571.250,559.500,579.667,557.750,563.750,571.000,577.111,654.250,573.750,580.000,577.250,585.250,560.250,593.778,635.750,581.333,577.500,605.000,561.500,554.750,560.778,585.500,552.222,572.778,551.000,564.500,580,572.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.889,573.000,565.667,562.250,567.556,563.750,586.750,570.778,569.000,560.500,560.222,561.111,629.250,575.500,589.000,570.750,567.000,554.250,598.556,592.500,567.333,564.000,588.750,547.000,565.250,569.778,577.250,561.000,573.556,559.500,575.000,578,579.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.111,565.000,579.667,561.750,556.556,565.250,585.500,570.444,581.500,584.000,566.000,565.333,613.000,570.000,616.250,612.750,566.000,560.500,582.111,612.500,574.667,573.500,620.750,563.750,561.750,567.778,599.000,569.889,557.444,574.250,581.000,545,576.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.333,565.500,565.333,555.000,569.111,561.250,580.000,560.778,563.500,575.000,559.333,562.111,619.000,567.000,612.000,578.000,559.750,573.500,589.111,600.750,554.667,575.750,582.000,558.500,579.500,567.111,563.750,560.778,558.333,531.250,579.500,580,564.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.556,584.500,572.000,584.750,582.889,570.917,586.250,574.000,576.000,596.250,575.333,571.889,668.750,584.500,641.500,615.000,578.000,574.500,613.333,628.750,577.556,588.750,615.250,561.750,579.500,585.333,593.750,576.000,578.111,584.250,597.500,564,578.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.444,566.750,554.333,575.000,547.556,564.500,562.250,561.222,559.500,557.250,563.444,565.222,611.750,585.000,581.250,580.000,570.250,566.500,568.111,593.500,561.556,560.250,614.500,549.000,564.500,555.333,580.250,555.000,557.667,557.250,567.250,579,567.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,570.000,577.222,575.750,591.000,583.667,580.750,571.667,572.750,569.750,580.444,570.667,626.250,578.750,616.250,608.250,565.000,578.500,619.667,582.000,567.222,565.750,609.750,578.500,589.500,573.667,600.250,581.667,567.667,584.750,591.000,587,580.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.889,576.250,574.444,578.500,568.111,573.167,540.500,555.333,581.750,568.750,560.444,571.222,649.250,564.500,602.750,567.250,558.000,557.250,589.000,586.500,563.111,562.000,601.250,553.500,562.000,558.667,590.000,559.778,577.333,566.750,570.750,561,558.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.778,577.750,581.667,583.250,577.667,583.083,588.500,571.667,583.750,557.500,564.889,576.111,640.500,565.250,604.000,587.000,593.250,569.250,603.889,612.250,588.667,566.750,620.500,566.250,577.250,558.556,570.750,568.111,562.333,556.750,572.000,562,571.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.000,573.500,578.778,554.250,582.889,577.667,557.750,562.111,569.750,578.000,568.667,571.111,628.750,560.500,617.250,585.250,577.000,595.000,577.889,631.000,567.111,578.500,624.000,569.000,549.000,571.556,579.250,568.111,565.222,563.750,572.000,554,574.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.889,562.500,564.556,582.250,567.667,565.167,571.250,556.333,572.500,568.250,570.778,563.889,620.000,557.500,571.750,562.750,578.250,585.500,606.889,587.000,565.111,549.000,617.500,551.750,575.750,566.000,552.500,555.222,563.556,558.250,567.500,575,578.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.222,578.750,587.778,585.250,574.000,572.000,585.500,578.333,582.250,569.750,584.556,558.111,661.500,573.250,604.000,606.500,571.250,584.250,598.000,603.750,567.111,582.500,650.750,575.250,559.250,571.111,562.250,564.444,572.333,564.500,558.250,581,587.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.778,546.000,557.444,576.000,557.778,563.250,559.000,553.778,559.250,555.500,561.000,555.778,627.500,554.750,599.500,548.500,549.000,569.500,584.444,602.250,565.556,566.000,581.500,549.000,555.750,569.000,546.000,558.889,553.000,556.000,562.000,568,564.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.556,594.250,575.333,564.000,580.111,584.750,581.000,569.556,589.000,573.500,578.444,574.222,693.750,573.000,592.250,578.750,590.500,576.000,613.556,603.500,572.000,564.250,607.500,581.000,589.500,573.889,594.750,582.556,581.111,581.000,569.250,605,582.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.000,575.500,577.778,574.750,563.111,570.750,569.750,555.556,585.750,566.750,562.111,553.111,629.500,568.500,608.500,567.250,563.750,565.500,605.333,602.500,569.111,556.250,604.000,550.750,564.500,552.111,583.250,552.444,570.444,569.750,576.750,549,575.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.000,571.000,576.889,565.250,581.556,584.500,578.750,580.889,587.500,569.750,571.000,580.333,689.500,556.750,601.500,566.750,598.500,583.750,618.444,612.500,573.222,577.500,635.500,578.250,589.750,567.000,562.250,566.667,566.111,581.250,574.500,588,593.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,549.111,589.500,568.889,577.000,566.889,559.750,570.500,555.778,563.000,564.500,555.000,560.333,641.500,561.750,613.750,549.000,556.250,565.250,629.889,587.750,556.444,554.750,637.500,566.750,555.750,555.111,566.500,550.778,569.667,556.500,553.750,569,568.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.444,582.250,574.889,567.250,579.556,588.500,586.750,580.778,563.250,567.250,577.778,562.778,682.500,563.000,585.500,565.500,583.750,585.750,635.667,611.750,572.889,571.000,633.250,565.500,578.250,587.667,579.250,560.667,571.000,567.750,589.250,585,586.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.333,584.500,561.222,563.500,574.667,581.667,593.250,570.444,573.000,580.500,562.444,566.667,672.000,579.500,578.250,564.500,578.750,575.750,625.889,611.000,566.000,574.750,614.750,574.250,578.750,564.667,590.750,563.667,575.333,548.250,572.750,556,583.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.556,580.750,581.222,565.750,568.000,573.750,584.750,569.444,563.750,576.500,559.889,575.111,632.000,570.500,559.500,566.250,585.250,565.500,626.778,586.250,567.778,568.500,597.500,564.000,571.000,569.444,589.250,560.889,564.444,552.750,584.750,538,577.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.333,611.000,583.000,574.500,568.778,573.833,587.000,582.333,593.000,581.250,575.778,565.667,647.250,588.750,582.000,563.500,580.000,568.500,626.333,603.250,585.444,581.750,626.250,574.000,577.000,572.444,585.250,575.333,585.333,570.250,567.000,581,583.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.444,584.500,561.889,566.250,564.778,564.667,562.250,560.222,549.000,568.750,559.222,560.667,600.000,556.500,577.000,560.000,556.500,559.500,600.667,588.250,563.667,566.750,581.250,559.750,567.750,567.889,584.500,562.000,569.444,557.500,568.000,566,569.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.000,594.250,584.667,576.250,576.778,582.083,597.000,576.000,579.000,567.000,565.667,569.556,632.000,572.500,617.250,592.500,580.250,584.000,616.778,619.500,572.778,562.500,609.000,576.250,582.500,568.889,591.250,557.333,575.889,578.000,560.250,565,584.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.111,586.500,567.000,558.750,564.000,558.167,564.000,561.333,573.250,569.250,560.000,548.333,632.500,548.500,615.250,559.000,554.500,561.250,593.222,575.500,560.444,562.750,620.500,545.500,571.000,558.889,603.000,550.000,570.556,560.250,573.250,560,577.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.778,610.000,576.556,582.750,579.667,585.417,581.250,591.111,585.250,597.000,576.444,588.000,695.250,595.500,622.500,568.250,586.750,596.000,628.889,601.000,577.333,594.000,660.250,578.250,585.500,584.556,600.750,581.000,591.333,613.250,585.500,593,594.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.444,571.750,563.111,554.500,560.111,573.167,562.250,555.444,559.000,558.000,556.111,558.000,625.750,563.500,596.250,574.250,547.000,584.250,598.000,583.500,573.222,560.500,598.250,549.000,573.000,562.000,582.000,557.222,569.556,565.250,555.500,571,565.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.556,599.750,588.667,597.750,572.778,575.167,580.750,570.444,585.250,576.750,570.556,561.889,641.750,577.000,616.750,565.000,577.000,577.000,614.333,620.750,566.111,563.250,639.500,585.500,562.500,568.778,612.750,570.111,583.778,584.750,569.500,558,576.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.222,569.000,569.111,554.000,572.778,578.917,566.500,572.000,570.250,561.000,570.000,573.222,634.250,577.250,607.000,562.250,554.500,567.250,594.778,611.500,565.556,565.500,592.750,571.250,560.250,567.889,591.500,550.889,570.111,563.750,570.500,589,572.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.222,584.750,573.222,567.500,570.778,568.167,574.750,567.556,562.250,558.750,555.778,570.222,632.000,571.250,590.750,563.000,569.500,575.000,592.222,604.750,575.889,565.000,598.500,560.750,589.750,566.111,584.250,561.000,577.444,555.750,567.500,571,577.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.444,576.000,574.222,574.250,577.778,577.417,557.750,574.111,567.750,563.250,570.444,559.778,660.250,575.500,601.500,578.750,577.750,558.250,614.444,603.750,576.111,565.500,614.250,568.000,572.250,570.556,571.500,556.778,560.000,565.000,569.750,570,572.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.556,590.750,567.667,575.750,569.556,569.833,571.250,562.667,582.000,581.000,564.333,567.000,634.250,563.250,588.250,569.250,557.000,572.000,592.778,581.750,576.667,550.750,622.750,561.750,582.750,567.333,583.250,567.222,572.556,558.250,586.000,575,580.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.667,578.500,573.889,559.500,589.556,565.333,584.750,571.667,593.500,575.250,574.556,578.333,669.250,575.250,609.000,579.000,572.500,557.000,616.111,576.750,569.778,563.000,601.000,551.000,589.750,569.889,584.250,569.556,579.889,575.250,591.500,568,576.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.444,568.750,568.667,561.500,558.111,560.500,555.250,557.556,547.500,554.250,560.000,567.889,624.000,562.000,577.250,552.000,570.750,562.500,591.556,562.750,555.111,574.250,575.250,569.250,569.250,559.889,574.750,557.444,551.556,554.250,568.500,562,564.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.667,599.000,570.222,572.750,567.556,597.667,583.000,583.222,590.000,582.250,584.333,575.333,667.250,577.500,621.750,564.000,588.000,583.500,624.889,629.250,574.000,570.000,630.000,562.500,567.250,596.111,594.000,574.222,584.111,555.750,585.750,598,585.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.556,563.750,561.778,560.500,558.222,561.750,576.000,556.222,552.500,564.750,557.222,560.222,613.000,543.750,552.250,569.500,554.500,563.500,598.444,573.000,563.556,559.000,605.000,567.750,557.000,553.556,560.250,555.778,562.444,553.250,552.250,520,561.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.556,573.750,576.889,582.500,573.778,585.500,571.500,591.889,580.500,605.500,575.889,576.778,678.750,571.750,618.250,577.500,609.750,595.500,607.000,598.500,582.778,595.250,644.000,593.750,576.250,574.667,589.000,581.111,576.222,560.500,587.750,616,590.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.556,595.250,573.889,561.250,572.444,573.250,566.250,571.889,574.250,561.000,569.778,570.778,636.500,568.000,592.250,552.250,572.250,566.250,588.667,570.500,572.667,568.500,601.500,561.000,553.000,572.444,551.750,551.556,575.333,577.000,551.250,551,575.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.667,598.250,573.444,589.250,576.444,592.000,584.250,574.556,583.250,596.250,587.889,580.667,666.000,575.750,578.750,554.000,580.500,558.000,610.333,610.000,573.778,580.750,606.500,566.000,573.500,572.778,577.000,575.111,586.000,551.750,575.750,553,577.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.222,575.750,575.000,559.500,569.333,562.083,560.750,568.444,566.250,570.750,567.444,561.778,644.000,571.000,611.500,568.500,577.500,562.500,578.333,628.750,568.000,572.750,635.750,579.250,563.250,564.111,552.750,564.889,569.778,574.000,560.250,598,565.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.556,579.500,571.000,572.000,576.333,567.917,572.500,578.889,556.250,558.500,567.111,566.444,646.250,573.000,576.500,571.250,570.250,577.250,622.444,592.000,572.222,583.750,635.250,566.000,557.750,560.444,585.000,559.111,567.222,552.250,573.000,576,563.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.556,573.250,577.778,568.750,569.889,564.750,567.750,567.222,581.500,577.250,565.111,564.556,642.500,577.250,593.250,551.250,557.250,566.250,633.444,604.250,568.556,584.000,601.250,560.500,586.750,569.778,569.500,564.111,575.000,564.000,588.750,541,572.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.000,564.500,566.222,552.500,570.333,561.000,563.000,555.333,562.500,568.000,555.667,550.556,605.250,560.750,584.500,559.000,569.250,565.500,592.111,581.750,556.111,561.000,610.750,554.000,566.250,550.111,562.500,557.667,555.000,561.500,561.000,576,561.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,583.444,595.500,583.222,579.000,582.111,587.667,581.750,585.333,575.250,564.000,570.667,596.222,611.500,592.750,584.750,552.250,581.250,583.750,625.111,624.500,586.556,563.500,622.750,579.000,570.500,575.111,572.000,585.889,593.000,567.500,580.250,592,577.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.222,566.250,563.000,568.750,564.222,570.500,572.500,551.111,557.250,573.500,553.667,555.778,615.250,567.750,582.250,576.500,568.000,562.500,586.556,597.000,572.667,580.250,598.250,552.750,581.500,551.333,570.250,558.111,557.556,564.750,570.500,557,556.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.556,585.750,571.889,579.750,585.000,580.000,582.500,569.667,559.500,584.000,570.667,570.222,649.000,582.250,599.750,575.250,586.750,585.750,611.556,593.500,576.000,568.250,602.500,576.500,582.500,586.778,581.500,566.889,573.889,579.250,577.750,574,574.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.111,590.750,577.111,558.500,555.667,568.333,560.250,563.889,574.500,559.500,559.556,569.333,649.500,566.500,577.500,557.750,571.000,570.000,594.333,576.500,565.667,563.750,603.500,556.750,568.000,560.333,568.500,562.778,572.667,555.250,552.750,539,555.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,604.000,570.333,577.750,569.222,585.417,570.750,571.556,578.000,567.500,573.111,569.111,658.250,589.500,577.250,576.750,569.750,570.250,615.778,593.000,577.000,574.000,572.750,571.250,584.750,578.444,559.000,578.222,581.333,579.000,598.000,574,567.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,583.444,565.500,579.111,570.000,565.222,569.333,568.000,560.333,572.250,575.750,569.667,566.333,639.750,549.000,589.750,545.500,578.750,558.250,602.778,558.000,577.778,565.250,583.250,564.250,572.500,567.556,585.750,560.889,568.222,571.500,576.000,572,563.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.333,557.750,567.778,574.250,568.444,572.833,594.500,565.000,567.500,567.750,562.000,568.111,660.000,589.000,591.500,574.250,562.750,579.750,609.111,598.750,579.667,574.000,584.500,569.750,585.000,565.111,562.750,561.556,559.222,564.750,568.000,579,563.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.889,583.750,566.556,570.250,566.889,573.833,576.000,568.222,572.750,569.000,572.222,577.778,651.000,595.750,583.500,569.750,571.000,590.000,605.556,585.750,565.778,583.500,593.750,561.000,562.250,576.000,579.000,560.778,574.889,569.500,579.250,591,572.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.667,562.000,563.667,563.000,567.778,565.667,572.250,560.222,578.000,572.250,565.889,564.222,642.750,550.500,582.250,568.500,557.000,568.500,605.333,592.250,562.444,550.000,576.750,556.750,565.750,571.556,561.500,564.000,564.111,561.000,571.000,574,566.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,588.667,609.250,571.444,574.250,589.111,574.750,591.750,575.889,575.750,572.250,591.000,578.889,628.500,584.250,606.500,577.250,595.500,584.000,627.111,618.250,576.889,581.500,578.500,584.750,587.500,582.667,572.000,572.111,587.444,573.500,600.750,564,570.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.333,561.500,560.222,566.000,560.556,563.333,555.750,558.778,557.500,564.250,557.444,558.333,613.250,567.500,574.750,552.500,560.750,566.500,595.000,577.500,564.444,560.750,575.000,573.750,569.250,562.667,557.250,549.556,557.222,564.750,555.750,572,556.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.111,582.750,579.778,592.750,589.778,588.917,584.250,580.111,588.750,581.000,574.556,579.333,665.250,562.250,586.250,584.250,570.000,592.250,616.778,625.500,577.222,580.250,597.500,588.500,570.000,582.000,570.000,572.222,578.556,561.750,609.750,589,571.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.778,566.000,566.222,566.750,563.889,569.083,569.000,569.222,566.750,590.000,557.222,568.333,628.500,564.500,597.500,553.500,592.000,580.750,590.667,582.250,559.444,574.500,553.750,557.250,563.250,564.111,563.250,559.444,558.889,565.250,566.250,580,568.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.667,565.000,576.889,580.000,579.000,574.833,586.250,577.889,586.750,586.250,591.444,583.000,647.500,579.000,613.500,578.000,565.750,576.500,604.222,579.250,577.778,564.750,594.500,568.000,559.250,569.556,575.250,566.778,559.556,559.250,584.500,562,570.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.222,581.000,572.111,561.750,571.000,574.750,569.750,565.444,565.500,587.750,564.111,569.333,628.500,568.000,587.250,560.000,574.250,582.750,594.556,568.000,573.889,567.500,595.750,570.000,561.500,567.556,585.750,570.444,576.444,574.500,572.750,615,580.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.111,573.500,572.111,573.000,578.778,572.750,591.250,565.444,575.750,580.500,577.222,568.556,632.750,573.000,607.000,568.000,571.750,561.750,591.667,628.750,564.000,578.500,590.000,570.750,566.750,572.667,575.250,557.111,566.889,575.500,594.500,590,576.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,588.444,576.250,567.333,566.750,574.444,573.667,559.250,571.556,562.500,574.000,572.889,561.000,625.750,586.000,605.250,551.250,576.000,568.250,599.667,593.000,583.000,568.250,596.250,574.000,573.500,584.333,558.000,571.000,574.444,573.500,591.250,566,568.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.556,574.500,566.667,581.000,560.222,566.417,570.500,566.000,566.500,577.250,577.000,563.333,659.500,566.000,575.250,562.750,567.750,555.500,612.444,607.500,571.778,567.500,586.000,565.000,582.500,566.111,572.250,550.444,563.000,566.000,568.250,584,565.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.778,597.750,574.556,576.500,579.556,581.583,574.500,575.111,581.250,566.250,579.444,575.000,654.000,576.750,593.750,572.250,579.500,599.000,607.222,576.750,572.889,585.000,586.500,567.500,580.250,583.000,559.250,566.333,578.778,568.750,581.750,594,572.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.333,562.500,570.667,575.000,559.778,567.417,557.500,565.667,558.500,580.250,561.333,567.889,630.500,562.250,598.750,546.000,555.000,548.750,583.000,600.250,568.444,560.000,572.000,555.750,565.250,569.000,559.500,565.667,556.778,550.000,549.000,567,556.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.111,584.000,584.667,583.500,572.778,581.417,581.500,587.556,580.000,586.000,581.000,574.889,646.250,584.000,614.750,581.750,587.750,585.250,620.444,607.750,583.556,585.500,615.750,580.750,585.250,592.889,569.500,580.667,580.000,563.750,577.000,610,578.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.556,572.750,564.556,553.500,561.667,570.667,565.250,563.333,569.500,567.750,565.333,568.000,690.250,569.750,602.750,581.000,560.250,593.250,576.333,575.000,564.889,572.250,587.000,548.000,575.250,567.444,570.250,554.889,560.111,558.500,586.500,580,566.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,590.333,593.750,582.889,568.500,582.222,593.417,597.500,576.000,574.500,611.000,587.000,557.000,663.000,570.000,617.750,569.750,578.500,591.750,598.444,603.500,587.222,567.500,617.250,579.000,580.250,575.222,567.750,568.222,586.222,583.500,580.000,563,584.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.556,573.500,566.111,577.000,571.778,574.667,560.000,560.556,575.000,587.000,561.667,566.111,599.250,578.000,586.250,572.500,571.500,575.000,595.889,593.000,558.444,564.000,575.500,572.750,583.250,566.667,577.750,554.556,572.556,546.250,570.750,562,565.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.000,582.250,561.889,582.500,579.667,564.167,579.000,572.333,563.500,573.250,576.556,585.556,656.000,582.250,621.750,562.000,568.250,563.500,591.333,597.500,572.000,586.500,591.000,566.500,561.000,574.667,567.750,560.444,572.778,574.750,568.250,589,568.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.556,580.750,573.667,584.500,573.667,579.250,571.750,568.333,576.250,565.250,562.667,572.333,651.500,576.500,608.500,558.500,570.750,586.250,598.222,579.500,576.222,560.000,562.750,551.250,554.750,570.111,574.750,559.222,567.444,561.500,566.750,595,565.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.111,589.000,567.889,575.750,582.556,579.667,569.500,562.222,569.750,567.000,571.667,566.778,653.250,567.500,583.000,555.000,559.250,584.250,582.000,586.250,578.444,562.000,578.250,577.750,562.000,571.556,558.750,565.000,585.667,563.250,575.000,573,571.333
